ID:4, Address:0, Data:1109418933, Time:0
ID:4, Address:1, Data:1238195981, Time:1
ID:0, Address:0, Data:1109418933, Time:2
ID:0, Address:1, Data:1238195981, Time:3
ID:4, Address:2, Data:1655987401, Time:4
ID:4, Address:3, Data:1435813687, Time:5
ID:0, Address:2, Data:1435813687, Time:6
ID:0, Address:3, Data:1655987401, Time:7
ID:4, Address:4, Data:568740973, Time:8
ID:4, Address:5, Data:194304077, Time:9
ID:0, Address:4, Data:194304077, Time:10
ID:0, Address:5, Data:568740973, Time:11
ID:4, Address:6, Data:85901251, Time:12
ID:4, Address:7, Data:90635783, Time:13
ID:0, Address:6, Data:85901251, Time:14
ID:0, Address:7, Data:90635783, Time:15
ID:4, Address:8, Data:1521856552, Time:16
ID:4, Address:9, Data:561622493, Time:17
ID:0, Address:8, Data:561622493, Time:18
ID:0, Address:9, Data:1521856552, Time:19
ID:4, Address:10, Data:1490293414, Time:20
ID:4, Address:11, Data:1693046234, Time:21
ID:0, Address:10, Data:1490293414, Time:22
ID:0, Address:11, Data:1693046234, Time:23
ID:4, Address:12, Data:978889362, Time:24
ID:4, Address:13, Data:758747878, Time:25
ID:0, Address:12, Data:758747878, Time:26
ID:0, Address:13, Data:978889362, Time:27
ID:4, Address:14, Data:238322615, Time:28
ID:4, Address:15, Data:449325307, Time:29
ID:0, Address:14, Data:238322615, Time:30
ID:0, Address:15, Data:449325307, Time:31
ID:4, Address:16, Data:111436477, Time:32
ID:4, Address:17, Data:1663738178, Time:33
ID:0, Address:16, Data:111436477, Time:34
ID:0, Address:17, Data:1663738178, Time:35
ID:4, Address:18, Data:34606601, Time:36
ID:4, Address:19, Data:2101153676, Time:37
ID:0, Address:18, Data:34606601, Time:38
ID:0, Address:19, Data:2101153676, Time:39
ID:4, Address:20, Data:807487382, Time:40
ID:4, Address:21, Data:1239022902, Time:41
ID:0, Address:20, Data:807487382, Time:42
ID:0, Address:21, Data:1239022902, Time:43
ID:4, Address:22, Data:1622566196, Time:44
ID:4, Address:23, Data:1916259885, Time:45
ID:0, Address:22, Data:1622566196, Time:46
ID:0, Address:23, Data:1916259885, Time:47
ID:4, Address:24, Data:308994026, Time:48
ID:4, Address:25, Data:1703593893, Time:49
ID:0, Address:24, Data:308994026, Time:50
ID:0, Address:25, Data:1703593893, Time:51
ID:4, Address:26, Data:1508899123, Time:52
ID:4, Address:27, Data:1362978041, Time:53
ID:0, Address:26, Data:1362978041, Time:54
ID:0, Address:27, Data:1508899123, Time:55
ID:4, Address:28, Data:325464775, Time:56
ID:4, Address:29, Data:1670756727, Time:57
ID:0, Address:28, Data:325464775, Time:58
ID:0, Address:29, Data:1670756727, Time:59
ID:4, Address:30, Data:474042834, Time:60
ID:4, Address:31, Data:906811784, Time:61
ID:0, Address:30, Data:474042834, Time:62
ID:0, Address:31, Data:906811784, Time:63
ID:4, Address:32, Data:291409102, Time:64
ID:4, Address:33, Data:440797705, Time:65
ID:0, Address:32, Data:291409102, Time:66
ID:0, Address:33, Data:440797705, Time:67
ID:4, Address:34, Data:904844916, Time:68
ID:4, Address:35, Data:2116642867, Time:69
ID:0, Address:34, Data:904844916, Time:70
ID:0, Address:35, Data:2116642867, Time:71
ID:4, Address:36, Data:582856665, Time:72
ID:4, Address:37, Data:1432518129, Time:73
ID:0, Address:36, Data:582856665, Time:74
ID:0, Address:37, Data:1432518129, Time:75
ID:4, Address:38, Data:1375376180, Time:76
ID:4, Address:39, Data:1237457277, Time:77
